ticker,appreciation,10bagger,table,permaticker,name,exchange,isdelisted,category,cusips,siccode,sicsector,sicindustry,famasector,famaindustry,sector,industry,scalemarketcap,scalerevenue,relatedtickers,currency,location,lastupdated,firstadded,firstpricedate,lastpricedate,firstquarter,lastquarter,secfilings,companysite
ACCL,3.8637770897832815,False,SEP,197171,Accelrys Inc,NASDAQ,Y,Domestic,00430U103,7372.0,Services,Services-Prepackaged Software,,Business Services,Technology,Software - Application,3 - Small,2 - Micro,,USD,California; U.S.A,2019-07-02,2014-11-04,1995-12-05,2014-04-28,1996-12-31,2013-12-31,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001002388,
ACCO,5.63157894736842,False,SEP,198896,ACCO BRANDS Corp,NYSE,N,Domestic,00081T108,2780.0,Manufacturing,Blankbooks Looseleaf Binders & Bookbindg & Relatd Work,,Printing and Publishing,Industrials,Business Equipment & Supplies,3 - Small,4 - Mid,ABD,USD,Illinois; U.S.A,2020-01-14,2014-10-12,2005-08-17,2020-01-14,2004-06-30,2019-09-30,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0000712034,http://www.accobrands.com
ACCYY,0.7499999999999999,False,SEP,114366,Accor,OTC,N,ADR,00435F309 00435F200,,,,,,,None,,,,USD,France,2020-01-14,2018-10-10,2010-01-20,2020-01-14,,,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001049183,http://www.accorhotels.group
ACEL1,0.5555555555555556,False,SEP,114987,Tamir Biotechnology Inc,NASDAQ,Y,Domestic,015404106 87509Q105,2836.0,Manufacturing,Biological Products (No Disgnostic Substances),,,Healthcare,Biotechnology,,,ACEL,USD,California; U.S.A,2019-11-21,2018-09-19,1996-05-30,2013-06-19,,,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0000708717,
ACER,0.243,False,SEP,196508,Acer Therapeutics Inc,NASDAQ,N,Domestic Primary,00444P108 68372T202 68372T301,2834.0,Manufacturing,Pharmaceutical Preparations,,Pharmaceutical Products,Healthcare,Biotechnology,3 - Small,1 - Nano,OPXA ACERW,USD,Massachusetts; U.S.A,2020-01-14,2015-06-01,2004-04-14,2020-01-14,2005-03-31,2019-09-30,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001069308,http://www.acertx.com
ACET,0.03031358885017421,False,SEP,199995,Aceto Corp,NASDAQ,Y,Domestic,004446100,5122.0,Wholesale Trade,Wholesale-Drugs Proprietaries & Druggists' Sundries,,Wholesale,Healthcare,Drug Manufacturers - Specialty & Generic,3 - Small,3 - Small,,USD,New York; U.S.A,2019-04-02,2014-09-23,1990-03-26,2019-04-02,1996-12-31,2018-12-31,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0000002034,
ACF,6.7382920110192845,False,SEP,198400,Americredit Corp,NASDAQ,Y,Domestic,03060R101,6199.0,Finance Insurance And Real Estate,Finance Services,,Banking,Financial Services,Credit Services,4 - Mid,4 - Mid,,USD,Texas; U.S.A,2018-10-17,2015-11-23,1989-11-16,2010-09-30,1996-12-31,2010-09-30,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0000804269,
ACFC,0.9387931034482759,False,SEP,193941,Atlantic Coast Financial CORP,NASDAQ,Y,Domestic,048426100 048425102,6035.0,Finance Insurance And Real Estate,Savings Institution Federally Chartered,,Banking,Financial Services,Banks - Regional - US,2 - Micro,1 - Nano,,USD,Georgia; U.S.A,2018-06-28,2015-01-12,2004-10-05,2018-05-25,2003-12-31,2018-03-31,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001404296,
ACFN,0.15609756097560978,False,SEP,124504,Acorn Energy Inc,OTC,N,Domestic,004848107 237887104,8711.0,Services,Services-Engineering Services,,Business Services,Industrials,Engineering & Construction,2 - Micro,2 - Micro,,USD,Delaware; U.S.A,2020-01-14,2016-11-24,1992-02-11,2020-01-14,1996-12-31,2019-09-30,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0000880984,http://www.acornenergy.com
ACGBF,1.0,False,SEP,115396,Agricultural Bank of China Limited,OTC,N,ADR,00850M102,,,,,,,None,,,ACGBY,USD,New York; U.S.A,2020-01-14,2018-09-12,2012-03-14,2020-01-13,,,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001501437,http://www.abchina.com
ACGI,0.006666666666666667,False,SEP,186913,Amacore Group Inc,OTC,Y,Domestic,022624100,7389.0,Services,Services-Business Services Nec,,Business Services,Industrials,Specialty Business Services,2 - Micro,1 - Nano,,USD,Florida; U.S.A,2018-10-16,2016-02-17,1995-09-08,2016-02-16,2004-12-31,2010-06-30,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0000949394,
ACGL,5.533299092621126,False,SEP,197231,Arch Capital Group Ltd,NASDAQ,N,Domestic Primary,G0450A105 767711104 03937L105,6331.0,Finance Insurance And Real Estate,Fire Marine & Casualty Insurance,,Insurance,Financial Services,Insurance - Diversified,5 - Large,4 - Mid,ACGLO ACGLP ARH-PC,USD,Bermuda,2020-01-14,2014-10-01,1995-09-14,2020-01-14,1996-12-31,2019-09-30,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0000947484,http://www.archcapgroup.com
ACH,0.862581244196843,False,SEP,120314,Aluminum Corp Of China Ltd,NYSE,N,ADR,022276109,3334.0,Manufacturing,Primary Production Of Aluminum,,Steel Works Etc,Basic Materials,Aluminum,4 - Mid,5 - Large,,USD,China,2020-01-14,2018-03-20,2001-12-11,2020-01-14,2014-12-31,2018-12-31,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001161611,http://www.chalco.com.cn
ACHC,3.2566666666666664,False,SEP,192347,Acadia Healthcare Company Inc,NASDAQ,N,Domestic,00404A109,8093.0,Services,Services-Specialty Outpatient Facilities Nec,,Healthcare,Healthcare,Medical Care Facilities,4 - Mid,4 - Mid,,USD,Tennessee; U.S.A,2020-01-14,2014-10-29,2011-11-01,2020-01-14,2010-06-30,2019-09-30,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001520697,http://www.acadiahealthcare.com
ACHN,2.276923076923077,False,SEP,196497,Achillion Pharmaceuticals Inc,NASDAQ,N,Domestic,00448Q201,2834.0,Manufacturing,Pharmaceutical Preparations,,Pharmaceutical Products,Healthcare,Biotechnology,3 - Small,2 - Micro,,USD,Connecticut; U.S.A,2020-01-14,2014-10-23,2006-11-09,2020-01-14,2004-12-31,2019-09-30,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001070336,http://www.achillion.com
ACHV,0.007851239669421488,False,SEP,124500,Achieve Life Sciences Inc,NASDAQ,N,Domestic,68230A106 004468203 004468104,2835.0,Manufacturing,In Vitro & In Vivo Diagnostic Substances,,Pharmaceutical Products,Healthcare,Biotechnology,2 - Micro,1 - Nano,SNUS OGXI,USD,Washington; U.S.A,2020-01-14,2016-11-24,1995-10-13,2020-01-14,2007-09-30,2019-09-30,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0000949858,http://www.achievelifesciences.com
ACII,0.1,False,SEP,123102,Americhip International Inc,NASDAQ,Y,Domestic,03062W207,3550.0,Manufacturing,Special Industry Machinery (No Metalworking Machinery),,Machinery,Industrials,Specialty Industrial Machinery,1 - Nano,1 - Nano,,USD,Michigan; U.S.A,2018-10-16,2017-09-04,2003-01-28,2011-09-07,2003-06-30,2008-09-30,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001132487,
ACIIQ,0.0004829308909242298,False,SEP,196857,Arch Coal Inc,NYSE,Y,Domestic,039380100 039380308,1221.0,Mining,Bituminous Coal & Lignite Surface Mining,,Coal,Basic Materials,Coal,5 - Large,4 - Mid,ARCH AACIQ,USD,Missouri; U.S.A,2019-04-17,2016-03-16,1988-08-11,2016-10-03,1996-12-31,2016-06-30,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001037676,
ACIW,5.549552591592097,False,SEP,197309,Aci Worldwide Inc,NASDAQ,N,Domestic,004498101 893416107,7372.0,Services,Services-Prepackaged Software,,Business Services,Technology,Software - Infrastructure,4 - Mid,3 - Small,,USD,Florida; U.S.A,2020-01-14,2014-09-30,1995-02-27,2020-01-14,1996-12-31,2019-09-30,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0000935036,http://www.aciworldwide.com
ACL,2.2005501702908044,False,SEP,120947,Alcon Inc,NYSE,Y,ADR,H01301102,3851.0,Manufacturing,Ophthalmic Goods,,Medical Equipment,Healthcare,Medical Instruments & Supplies,5 - Large,4 - Mid,,USD,Texas; U.S.A,2018-06-13,2018-01-15,2002-03-21,2011-04-08,1999-12-31,2010-12-31,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001167379,
ACLI,2.68485342019544,False,SEP,185441,American Commercial Lines Inc,NASDAQ,Y,Domestic,025195405 025195207,4400.0,Transportation Communications Electric Gas And Sanitary Service,Water Transportation,,Transportation,Energy,Oil & Gas Midstream,4 - Mid,3 - Small,,USD,Indiana; U.S.A,2019-05-28,2015-11-27,2005-10-07,2010-12-20,2004-12-31,2010-09-30,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001324479,
ACLLF,1.5889046941678515,False,SEP,111040,Atco Ltd,OTC,N,Canadian,046789400 046789509,,,,,,,None,,,,USD,Alberta; Canada,2020-01-14,2019-04-04,2010-01-05,2020-01-13,,,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001261317,http://www.atco.com
ACLS,17.964285714285708,True,SEP,196041,Axcelis Technologies Inc,NASDAQ,N,Domestic,054540208 054540109,3559.0,Manufacturing,Special Industry Machinery Nec,,Machinery,Technology,Semiconductor Equipment & Materials,3 - Small,3 - Small,,USD,Massachusetts; U.S.A,2020-01-14,2015-09-11,2000-07-11,2020-01-14,1998-12-31,2019-09-30,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001113232,http://www.axcelis.com
ACM,1.3128318584070795,False,SEP,197977,Aecom,NYSE,N,Domestic Primary,00766T100,8711.0,Services,Services-Engineering Services,,Business Services,Industrials,Engineering & Construction,4 - Mid,5 - Large,,USD,California; U.S.A,2020-01-14,2014-10-08,2007-05-10,2020-01-14,2005-09-30,2019-09-30,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0000868857,http://www.aecom.com
ACMC,3.533333333333333,False,SEP,124547,American Church Mortgage Co,OTC,N,Domestic,02513P100,6500.0,Finance Insurance And Real Estate,Real Estate,,Real Estate,Real Estate,Real Estate Services,1 - Nano,1 - Nano,,USD,Minnesota; U.S.A,2020-01-14,2016-11-23,2007-01-10,2020-01-14,1996-12-31,2019-09-30,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0000934543,http://church-loans.squarespace.com
ACME,0.12777777777777774,False,SEP,185374,Acme Communications Inc,NASDAQ,Y,Domestic,004631107,4833.0,Transportation Communications Electric Gas And Sanitary Service,Television Broadcasting Stations,,Communication,Consumer Cyclical,Broadcasting,3 - Small,2 - Micro,,USD,California; U.S.A,2019-07-10,2016-02-18,1999-09-30,2016-12-20,1997-12-31,2008-06-30,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001092013,
ACMR1,1.2598425196850394,False,SEP,186043,AC Moore Arts & Crafts Inc,NASDAQ,Y,Domestic,00086T103,5945.0,Retail Trade,Retail-Hobby Toy & Game Shops,,Retail,Consumer Cyclical,Specialty Retail,3 - Small,3 - Small,ACMR,USD,New Jersey; U.S.A,2019-06-12,2015-09-13,1997-10-09,2011-11-17,1996-12-31,2011-09-30,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001042809,
ACN,6.3225574712643695,False,SEP,193203,Accenture plc,NYSE,N,Domestic,G1151C101 G1150G111,7389.0,Services,Services-Business Services Nec,,Business Services,Technology,Information Technology Services,5 - Large,5 - Large,,USD,Ireland,2020-01-14,2014-11-01,2001-07-19,2020-01-14,2000-09-30,2019-12-31,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001467373,http://www.accenture.com
ACNB,4.0,False,SEP,198872,Acnb Corp,NASDAQ,N,Domestic,000868109,6022.0,Finance Insurance And Real Estate,State Commercial Banks,,Banking,Financial Services,Banks - Regional,2 - Micro,2 - Micro,,USD,Pennsylvania; U.S.A,2020-01-14,2014-12-15,1996-01-02,2020-01-14,1996-12-31,2019-09-30,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0000715579,http://www.acnb.com
ACNI,0.8749999999999999,False,SEP,176740,American Community Newspapers Inc,NYSEMKT,Y,Domestic,02520T103 22274N102 22274N201,2711.0,Manufacturing,Newspapers: Publishing Or Publishing & Printing,,Printing and Publishing,Consumer Cyclical,Publishing,2 - Micro,2 - Micro,ANEU,USD,Texas; U.S.A,2018-10-16,2016-02-18,2005-08-02,2017-04-07,2005-03-31,2008-06-30,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001321544,
ACO,3.9431034482758633,False,SEP,198338,Amcol International Corp,NYSE,Y,Domestic,02341W103,1400.0,Mining,Mining & Quarrying Of Nonmetallic Minerals (No Fuels),,Non-Metallic and Industrial Metal Mining,Basic Materials,Building Materials,3 - Small,3 - Small,,USD,Illinois; U.S.A,2018-10-23,2015-09-08,1987-12-31,2014-05-09,1996-12-31,2013-12-31,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0000813621,
ACOM,2.2570422535211265,False,SEP,189000,Ancestrycom Inc,NASDAQ,Y,Domestic,032803108,7374.0,Services,Services-Computer Processing & Data Preparation,,Business Services,Technology,Software - Application,3 - Small,3 - Small,,USD,Utah; U.S.A,2018-06-13,2015-06-09,2009-11-05,2012-12-28,2008-12-31,2012-09-30,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001469433,
ACOR,0.6454589606605148,False,SEP,197108,Acorda Therapeutics Inc,NASDAQ,N,Domestic,00484M106,2836.0,Manufacturing,Biological Products (No Disgnostic Substances),,Pharmaceutical Products,Healthcare,Biotechnology,3 - Small,3 - Small,,USD,New York; U.S.A,2020-01-14,2014-12-12,2006-02-10,2020-01-14,2004-12-31,2019-09-30,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001008848,http://www.acorda.com
ACRE,0.8524130190796857,False,SEP,192195,Ares Commercial Real Estate Corp,NYSE,N,Domestic,04013V108,6798.0,Finance Insurance And Real Estate,Real Estate Investment Trusts,,Trading,Real Estate,REIT - Mortgage,3 - Small,2 - Micro,,USD,New York; U.S.A,2020-01-14,2015-05-29,2012-04-27,2020-01-14,2011-12-31,2019-09-30,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001529377,http://www.arescre.com
ACRO,0.06666666666666668,False,SEP,116400,Acrodyne Communications Inc,NASDAQ,Y,Domestic,00500E104,3663.0,Manufacturing,Radio & Tv Broadcasting & Communications Equipment,,Electronic Equipment,Technology,Communication Equipment,1 - Nano,1 - Nano,,USD,Maryland; U.S.A,2018-10-16,2018-07-06,1995-02-14,2009-12-16,1995-12-31,2003-03-31,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0000883296,
ACRX,0.7648351648351649,False,SEP,193601,Acelrx Pharmaceuticals Inc,NASDAQ,N,Domestic,00444T100,2834.0,Manufacturing,Pharmaceutical Preparations,,Pharmaceutical Products,Healthcare,Drug Manufacturers - Specialty & Generic,3 - Small,1 - Nano,,USD,California; U.S.A,2020-01-14,2015-04-02,2011-02-11,2020-01-14,2008-12-31,2019-09-30,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001427925,http://www.acelrx.com
ACS,1.3223946784922394,False,SEP,185398,Affiliated Computer Services Inc,NYSE,Y,Domestic,008190100,7374.0,Services,Services-Computer Processing & Data Preparation,,Business Services,Technology,Software - Application,4 - Mid,4 - Mid,,USD,Texas; U.S.A,2018-09-21,2015-06-03,1994-09-28,2010-02-05,1996-12-31,2009-09-30,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0000002135,
ACST,0.08429752066115702,False,SEP,165528,Acasti Pharma Inc,NASDAQ,N,ADR,00430K402 00430K105,2834.0,Manufacturing,Pharmaceutical Preparations,,Pharmaceutical Products,Healthcare,Biotechnology,2 - Micro,,,USD,Quebec; Canada,2020-01-14,2016-02-02,2012-02-07,2020-01-14,2015-03-31,2019-03-31,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001444192,http://www.acastipharma.com
ACTA,0.26854219948849106,False,SEP,124743,Actua Corp,NASDAQ,Y,Domestic,005094107 44928D108 46059C205,8742.0,Services,Services-Management Consulting Services,,Business Services,Industrials,Consulting Services,5 - Large,2 - Micro,ICGE,USD,Pennsylvania; U.S.A,2019-09-20,2016-10-31,1999-08-05,2018-04-18,1998-06-30,2017-12-31,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001085621,
ACTG,1.1358885017421605,False,SEP,197313,Acacia Research Corp,NASDAQ,N,Domestic,003881307 003881109,6794.0,Finance Insurance And Real Estate,Patent Owners & Lessors,,Trading,Industrials,Specialty Business Services,4 - Mid,2 - Micro,,USD,California; U.S.A,2020-01-14,2014-10-20,2002-12-16,2020-01-14,1996-12-31,2019-09-30,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0000934549,http://www.acaciaresearch.com
ACTI,1.8,False,SEP,187208,Actividentity Corp,NASDAQ,Y,Domestic,00506P103 00506J107,7372.0,Services,Services-Prepackaged Software,,Business Services,Technology,Software - Application,3 - Small,2 - Micro,,USD,California; U.S.A,2019-07-10,2015-07-01,2003-02-04,2010-12-15,2001-12-31,2010-09-30,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001183941,
ACTL1,2.399770904925544,False,SEP,187042,Actel Corp,NASDAQ,Y,Domestic,004934105,3674.0,Manufacturing,Semiconductors & Related Devices,,Electronic Equipment,Technology,Semiconductors,3 - Small,2 - Micro,ACTL,USD,California; U.S.A,2018-11-28,2015-11-25,1993-08-04,2010-11-02,1996-12-31,2010-06-30,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0000907687,
ACTS,1.5285714285714287,False,SEP,190494,Actions Semiconductor Co Ltd,NASDAQ,Y,ADR,00507E107,3674.0,Manufacturing,Semiconductors & Related Devices,,Electronic Equipment,Technology,Semiconductors,4 - Mid,2 - Micro,,USD,China,2018-10-16,2016-01-12,2005-11-30,2016-12-16,2002-12-31,2015-12-31,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001342068,
ACTT1,1.3333333333333337,False,SEP,122576,Act Teleconferencing Inc,NASDAQ,Y,Domestic,000955104,4899.0,Transportation Communications Electric Gas And Sanitary Service,Communications Services Nec,,Communication,Communication Services,Telecom Services,2 - Micro,2 - Micro,ACTT,USD,Colorado; U.S.A,2019-04-29,2017-09-29,1996-04-17,2013-09-05,1996-12-31,2007-03-31,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0000918709,
ACTV,0.9113207547169812,False,SEP,195679,Active Network Inc,NYSE,Y,Domestic,00506D100,7372.0,Services,Services-Prepackaged Software,,Business Services,Technology,Software - Application,3 - Small,3 - Small,,USD,California; U.S.A,2018-06-13,2014-10-31,2011-05-25,2013-11-15,2010-06-30,2013-09-30,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001163932,
ACU,2.3121387283237,False,SEP,199994,Acme United Corp,NYSEMKT,N,Domestic,004816104,3420.0,Manufacturing,Cutlery Handtools & General Hardware,,Construction Materials,Consumer Defensive,Household & Personal Products,2 - Micro,2 - Micro,,USD,Connecticut; U.S.A,2020-01-14,2014-10-30,1986-01-01,2020-01-14,1997-03-31,2019-09-30,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0000002098,http://www.acmeunited.com
ACUR,0.006350877192982457,False,SEP,198518,Acura Pharmaceuticals Inc,OTC,N,Domestic,00509L703 00509L802 406369108,2834.0,Manufacturing,Pharmaceutical Preparations,,Pharmaceutical Products,Healthcare,Biotechnology,3 - Small,1 - Nano,,USD,Illinois; U.S.A,2020-01-14,2014-11-18,1992-03-17,2020-01-14,1996-12-31,2019-03-31,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0000786947,http://www.acurapharm.com
ACUS,0.1,False,SEP,182720,Acusphere Inc,OTC,Y,Domestic,00511R870 00511R854,2834.0,Manufacturing,Pharmaceutical Preparations,,Pharmaceutical Products,Healthcare,Biotechnology,2 - Micro,1 - Nano,ACUSD,USD,Massachusetts; U.S.A,2018-06-13,2015-06-28,2003-10-09,2016-07-07,2002-09-30,2008-09-30,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001115143,
ACV.A,1.747785547785548,False,SEP,123598,Alberto Culver Co,NYSE,Y,Domestic,013068200 013068101,2844.0,Manufacturing,Perfumes Cosmetics & Other Toilet Preparations,,Consumer Goods,Consumer Defensive,Household & Personal Products,4 - Mid,4 - Mid,ACVA ACV,USD,Illinois; U.S.A,2019-09-26,2017-07-25,1986-01-01,2011-05-09,1996-12-31,2006-06-30,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0000003327,
ACV1,1.747785547785548,False,SEP,188382,Alberto-Culver CO,NYSE,Y,Domestic,013078100,2844.0,Manufacturing,Perfumes Cosmetics & Other Toilet Preparations,,Consumer Goods,Consumer Defensive,Household & Personal Products,4 - Mid,4 - Mid,ACV,USD,Illinois; U.S.A,2018-10-28,2015-06-03,1986-01-01,2011-05-10,2004-09-30,2011-03-31,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001368457,
ACW,0.19111111111111112,False,SEP,198303,Accuride Corp,NYSE,Y,Domestic,00439T206 00439T107,3714.0,Manufacturing,Motor Vehicle Parts & Accessories,,Automobiles and Trucks,Consumer Cyclical,Auto Parts,4 - Mid,3 - Small,AURDQ,USD,Indiana; U.S.A,2018-12-31,2015-03-29,2010-03-03,2016-11-17,2008-12-31,2016-09-30,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0000817979,
ACY,1.475,False,SEP,196870,Aerocentury Corp,NYSEMKT,N,Domestic,007737109,7359.0,Services,Services-Equipment Rental & Leasing Nec,,Business Services,Industrials,Rental & Leasing Services,1 - Nano,1 - Nano,,USD,California; U.S.A,2020-01-14,2014-12-22,1998-01-20,2020-01-14,1996-12-31,2019-09-30,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001036848,http://www.aerocentury.com
